frequency_hz,left_real,left_imag,right_real,right_imag,opneg_real,opneg_imag,oppos_real,oppos_imag
1.0,-0.3014830634568,2.12850290819,-0.3014830634568,2.12850290819,-0.04931772204374,-0.2069573066221,0.04932191453307,0.2069558700436
1.01157945426,-0.2783387281221,2.155315965776,-0.2783387281221,2.155315965776,-0.05152682269249,-0.2084732553233,0.05153109224762,0.2084717575343
1.023292992281,-0.2546692897595,2.181905105814,-0.2546692897595,2.181905105814,-0.05376448349272,-0.2099703988953,0.05376883096921,0.2099688381174
1.035142166679,-0.230479007473,2.208258616121,-0.230479007473,2.208258616121,-0.05603043629108,-0.211448103792,0.056034862537,0.2114464782122
1.047128548051,-0.2057724532503,2.234364861942,-0.2057724532503,2.234364861942,-0.05832439489218,-0.2129057381445,0.05832890074755,0.2129040459157
1.059253725177,-0.1805545113962,2.260212295,-0.1805545113962,2.260212295,-0.06064605491628,-0.2143426723578,0.06065064121241,0.214340911598
1.071519305238,-0.1548303776856,2.285789462651,-0.1548303776856,2.285789462651,-0.06299509367927,-0.2157582797193,0.0629997612382,0.2157564485122
1.083926914021,-0.1286055582261,2.311085017118,-0.1286055582261,2.311085017118,-0.0653711700961,-0.217151937022,0.06537591972993,0.2171500334166
1.096478196143,-0.1018858680176,2.336087724814,-0.1018858680176,2.336087724814,-0.06777392460848,-0.2185230251996,0.06777875711878,0.21852104721
1.109174815262,-0.07467742920027,2.360786475733,-0.07467742920027,2.360786475733,-0.07020297913797,-0.2198709299715,0.07020789531516,0.219868875577
1.122018454302,-0.04698666897773,2.385170292895,-0.04698666897773,2.385170292895,-0.07265793706511,-0.2211950424994,0.07266293768784,0.2211929096447
1.135010815672,-0.01882031720803,2.409228341841,-0.01882031720803,2.409228341841,-0.07513838323566,-0.2224947600518,0.07514346907015,0.2224925466465
1.148153621497,0.009814596348577,2.432949940157,0.009814596348577,2.432949940157,-0.07764388399447,-0.223769486676,0.07764905579393,0.2237671905949
1.16144861384,0.03891074513313,2.456324567013,0.03891074513313,2.456324567013,-0.08017398724789,-0.2250186338766,0.08017924575189,0.22501625296
1.17489755494,0.06846050925068,2.47934187271,0.06846050925068,2.47934187271,-0.08272822255533,-0.2262416212994,0.08273356848918,0.2262391533527
1.188502227437,0.0984559792997,2.501991688208,0.0984559792997,2.501991688208,-0.08530610125047,-0.227437877418,0.08531153532459,0.227435320212
1.202264434617,0.1288889605743,2.524264034621,0.1288889605743,2.524264034621,-0.08790711659269,-0.228606840223,0.08791263950201,0.228604191494
1.216186000646,0.1597509776449,2.546149132673,0.1597509776449,2.546149132673,-0.09053074394912,-0.2297479579117,0.0905363563725,0.2297452153616
1.230268770812,0.1910332793215,2.567637412075,0.1910332793215,2.567637412075,-0.09317644100775,-0.2308606895769,0.09318214360735,0.2308578508735
1.244514611771,0.2227268440033,2.588719520824,0.2227268440033,2.588719520824,-0.09584364802171,-0.2319445058931,0.09584944144242,0.23194156867
1.258925411794,0.2548223854168,2.609386334395,0.2548223854168,2.609386334395,-0.09853178808502,-0.2329988897989,0.09853767295388,0.2329958516557
1.273503081017,0.2873103587433,2.629628964806,0.2873103587433,2.629628964806,-0.1012402674398,-0.234023337173,0.1012462443655,0.2340201956759
1.288249551693,0.3201809671362,2.649438769541,0.3201809671362,2.649438769541,-0.1039684758152,-0.2350173575036,0.1039745453872,0.2350141101851
1.303166778452,0.3534241686268,2.668807360307,0.3534241686268,2.668807360307,-0.1067157867974,-0.2359804745481,0.1067219495859,0.2359771189077
1.318256738556,0.3870296834152,2.687726611599,0.3870296834152,2.687726611599,-0.1094815582309,-0.2369122269829,0.109487814786,0.2369087604871
1.333521432163,0.4209870015441,2.706188669065,0.4209870015441,2.706188669065,-0.1122651326513,-0.2378121690396,0.1122714835023,0.2378085891223
1.348962882592,0.4552853909484,2.724185957639,0.4552853909484,2.724185957639,-0.1150658377473,-0.2386798711286,0.1150722834027,0.2386761751913
1.364583136589,0.4899139058756,2.741711189425,0.4899139058756,2.741711189425,-0.1178829868545,-0.2395149204454,0.117889527801,0.2395111058577
1.380384264603,0.5248613956687,2.758757371312,0.5248613956687,2.758757371312,-0.1207158794768,-0.2403169215611,0.1207225161792,0.2403129856609
1.396368361056,0.560116513902,2.775317812295,0.560116513902,2.775317812295,-0.1235638018376,-0.2410854969929,0.1235705347382,0.2410814370868
1.412537544623,0.5956677278603,2.791386130495,0.5956677278603,2.791386130495,-0.1264260274591,-0.2418202877543,0.1264328569772,0.241816101118
1.428893958511,0.6315033283477,2.806956259834,0.6315033283477,2.806956259834,-0.1293018177676,-0.2425209538833,0.1293087442991,0.242516637762
