frequency_hz,left_real,left_imag,right_real,right_imag,opneg_real,opneg_imag,oppos_real,oppos_imag
1.0,1.268671951604,4.966002195693,1.268671951604,4.966002195693,-0.2982812441831,-0.4127897366604,0.2982892064614,0.4127827262078
1.01157945426,1.327218993243,4.99899907892,1.327218993243,4.99899907892,-0.3028097094651,-0.4142596078773,0.3028177926196,0.4142524278822
1.023292992281,1.386414178122,5.031304124142,1.386414178122,5.031304124142,-0.307369936703,-0.41568468659,0.3073781415812,0.4156773334392
1.035142166679,1.446242443654,5.062902109378,1.446242443654,5.062902109378,-0.3119610398177,-0.4170641291784,0.3119693672434,0.4170565992078
1.047128548051,1.506688264902,5.093778188309,1.506688264902,5.093778188309,-0.3165821042145,-0.4183971122657,0.3165905549872,0.4183894017612
1.059253725177,1.567735665296,5.123917907131,1.567735665296,5.123917907131,-0.3212321873388,-0.4196828338558,0.3212407622327,0.4196749390531
1.071519305238,1.62936822808,5.153307221093,1.62936822808,5.153307221093,-0.325910319283,-0.4209205144535,0.3259190190465,0.4209124315386
1.083926914021,1.691569108501,5.1819325107,1.691569108501,5.1819325107,-0.3306155034474,-0.4221093981673,0.3306243288023,0.4221011232766
1.096478196143,1.754321046711,5.209780597532,1.754321046711,5.209780597532,-0.3353467172515,-0.4232487537903,0.3353556688922,0.4232402830112
1.109174815262,1.817606381389,5.236838759648,1.817606381389,5.236838759648,-0.3401029128967,-0.4243378758574,0.3401119914896,0.4243292052283
1.122018454302,1.881407064058,5.263094746532,1.881407064058,5.263094746532,-0.344883018179,-0.4253760856756,0.3448922243619,0.4253672111864
1.135010815672,1.94570467408,5.288536793544,1.94570467408,5.288536793544,-0.349685937351,-0.4263627323248,0.3496952717325,0.4263536499175
1.148153621497,2.010480434324,5.313153635844,2.010480434324,5.313153635844,-0.3545105520315,-0.4272971936268,0.3545200151902,0.4272878991956
1.16144861384,2.075715227467,5.336934521745,2.075715227467,5.336934521745,-0.3593557221618,-0.4281788770793,0.359365314646,0.4281693664714
1.17489755494,2.141389612921,5.359869225467,2.141389612921,5.359869225467,-0.3642202870067,-0.429007220753,0.3642300093336,0.4289974897685
1.188502227437,2.207483844355,5.381948059256,2.207483844355,5.381948059256,-0.3691030661992,-0.4297816941482,0.3691129188545,0.4297717385412
1.202264434617,2.273977887782,5.403161884823,2.273977887782,5.403161884823,-0.3740028608265,-0.4305017990106,0.374012844264,0.430491614489
1.216186000646,2.340851440182,5.423502124097,2.340851440182,5.423502124097,-0.3789184545556,-0.4311670701012,0.3789285691964,0.431156652328
1.230268770812,2.408083948642,5.442960769233,2.408083948642,5.442960769233,-0.3838486147961,-0.4317770759208,0.3838588610285,0.431766420514
1.244514611771,2.475654629953,5.461530391868,2.475654629953,5.461530391868,-0.3887920938983,-0.4323314193854,0.3888024720773,0.4323205219188
1.258925411794,2.54354249066,5.479204151582,2.54354249066,5.479204151582,-0.3937476303842,-0.432829738451,0.3937581408311,0.4328185944547
1.273503081017,2.611726347501,5.495975803555,2.611726347501,5.495975803555,-0.3987139502088,-0.4332717066857,0.3987245932107,0.4332603116465
1.288249551693,2.680184848213,5.51183970538,2.680184848213,5.51183970538,-0.4036897680483,-0.4336570337885,0.4037005438583,0.4336453831509
1.303166778452,2.748896492663,5.526790823027,2.748896492663,5.526790823027,-0.4086737886146,-0.4339854660517,0.4086846974509,0.4339735552179
1.318256738556,2.817839654246,5.540824735931,2.817839654246,5.540824735931,-0.4136647079906,-0.4342567867668,0.4136757500368,0.4342446110976
1.333521432163,2.886992601537,5.553937641183,2.886992601537,5.553937641183,-0.4186612149857,-0.4344708165718,0.4186723903902,0.4344583713873
1.348962882592,2.956333520122,5.566126356823,2.956333520122,5.566126356823,-0.4236619925068,-0.43462741374,0.4236733013829,0.4346146943199
1.364583136589,3.025840534582,5.577388324221,3.025840534582,5.577388324221,-0.4286657189432,-0.4347264744079,0.4286771613689,0.4347134759924
1.380384264603,3.095491730584,5.587721609519,3.095491730584,5.587721609519,-0.4336710695611,-0.434767932743,0.4336826455791,0.4347546505329
1.396368361056,3.165265177019,5.597124904162,3.165265177019,5.597124904162,-0.4386767179055,-0.4347517610498,0.4386884275229,0.4347381902077
1.412537544623,3.235138948162,5.605597524482,3.235138948162,5.605597524482,-0.4436813372058,-0.4346779698147,0.4436931803945,0.4346641054652
1.428893958511,3.305091145782,5.613139410351,3.305091145782,5.613139410351,-0.4486836017822,-0.4345466076891,0.4486955784784,0.4345324449193
1.445439770746,3.37509992118,5.61975112291,3.37509992118,5.61975112291,-0.4536821884493,-0.4343577614102,0.4536942985541,0.4343432952706
1.462177174457,3.44514349709,5.62543384136,3.44514349709,5.62543384136,-0.4586757779149,-0.4341115556615,0.458688021294,0.4340967811664
1.479108388168,3.515200189408,5.630189358844,3.515200189408,5.630189358844,-0.463663056169,-0.4338081528714,0.463675432653,0.4337930649994
1.496235656094,3.585248428694,5.634020077414,3.585248428694,5.634020077414,-0.4686427158616,-0.4334477529518,0.4686552252464,0.4334323466462
1.513561248436,3.655266781416,5.636929002105,3.655266781416,5.636929002105,-0.473613457666,-0.4330305929768,0.4736260997125,0.4330148631465
1.531087461682,3.725233970871,5.63891973413,3.725233970871,5.63891973413,-0.4785739916227,-0.432556946803,0.4785867660576,0.4325408883227
1.548816618912,3.795128897762,5.639996463213,3.795128897762,5.639996463213,-0.4835230384644,-0.4320271246323,0.48353594498,0.4320107323432
1.566751070108,3.864930660376,5.640163959073,3.864930660376,5.640163959073,-0.4884593309155,-0.4314414725182,0.4884723691705,0.4314247412283
1.584893192461,3.934618574322,5.639427562103,3.934618574322,5.639427562103,-0.4933816149667,-0.4308003718176,0.493394784586,0.4307832963022
1.60324539069,4.004172191796,5.637793173245,4.004172191796,5.637793173245,-0.4982886511193,-0.4301042385891,0.4983019516949,0.4300868135913
1.621810097359,4.073571320335,5.635267243099,4.073571320335,5.635267243099,-0.5031792155985,-0.42935352294,0.5031926466896,0.429335743171
1.6405897732,4.14279604102,5.631856760302,4.14279604102,5.631856760302,-0.5080521015323,-0.4285487083242,0.508065662666,0.4285305684638
1.659586907438,4.211826726095,5.627569239193,4.211826726095,5.627569239193,-0.5129061200943,-0.4276903107918,0.5129198107658,0.4276718054886
1.678804018123,4.280644055973,5.622412706811,4.280644055973,5.622412706811,-0.5177401016076,-0.4267788781937,0.5177539212809,0.4267600020656
1.698243652462,4.349229035601,5.616395689249,4.349229035601,5.616395689249,-0.5225528966082,-0.4258149893433,0.5225668447165,0.4257957369777
1.717908387158,4.41756301015,5.609527197409,4.41756301015,5.609527197409,-0.5273433768655,-0.4247992531369,0.5273574528121,0.4247796190911
1.737800828749,4.485627680006,5.601816712192,4.485627680006,5.601816712192,-0.5321104363597,-0.4237323076363,0.532124639518,0.4237122864374
1.757923613959,4.553405115049,5.593274169153,4.553405115049,5.593274169153,-0.5368529922118,-0.4226148191148,0.5368673219266,0.4225944052603
1.778279410039,4.620877768186,5.583909942682,4.620877768186,5.583909942682,-0.5415699855675,-0.4214474810706,0.541584441155,0.4214266690285
1.798870915129,4.688028488125,5.573734829724,4.688028488125,5.573734829724,-0.5462603824317,-0.4202310132093,0.5462749631807,0.4202097974181
1.81970085861,4.754840531379,5.562760033096,4.754840531379,5.562760033096,-0.5509231744545,-0.4189661603987,0.5509378796268,0.4189445352674
1.840772001469,4.82129757348,5.550997144446,4.82129757348,5.550997144446,-0.555557379665,-0.4176536915974,0.5555722084961,0.4176316515061
1.862087136663,4.887383719396,5.538458126877,4.887383719396,5.538458126877,-0.5601620431553,-0.4162943987625,0.5601769948551,0.4162719380617
1.88364908949,4.953083513139,5.525155297293,4.953083513139,5.525155297293,-0.5647362377112,-0.4148890957361,0.564751311465,0.4148662087474
1.905460717963,5.018381946565,5.511101308511,5.018381946565,5.511101308511,-0.5692790643916,-0.4134386171157,0.5692942593606,0.4134152981312
